
------------------------------------------------
INFORMATION ON DATA
------------------------------------------------

Read records for 386 species (21170 unique points total plus 33 clades)

TOTAL RECORDS/CELL (78 ROWS x 78 COLS):
row\col     0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77 
 5          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      1      1      0      0      0      0      0      0      1      1      1      1      1      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 6          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      1      1      1      0      1      0      0      1      0      1      1      0      0      1      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 7          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      1      0      0      0      0      1      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 8          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      1      0      0      0      0      0      0      1      1      1      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 9          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      1      1      1      1      0      1      1      1      1      1      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 10         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      1      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 11         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 12         0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 13         0      1      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 14         0      0      0      1      1      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 15         1      0      0      2      2      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 16         1      1      0      2      5      4      0      0      0      0      1      4      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      5      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 17         0      0      0      0      0      5      1      0      0      0      3      5      8      3      0      0      0      0      0      0      0      0      0      0      0      0      1      3      4      1      4      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 18         0      0      0      0      3      3      4      0      0      0      1      6      6      7      0      0      0      0      0      0      0      8      6      3      3      0      2      1      1      0      0      2      0      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 19         0      0      0      0      0      3      3      0      0      1      2      2      3      4      3      0      0      0      0      0      5      9     11     11      9      0      0      0      0      0      0      0      0      1      3      3      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 20         0      0      0      0      0      8     10      5      2      1      4      1      3      3     11      0      0      0      0      0     10      3     11      2      0      0      0      0      0      0      0      0      0      0      2      0      0      3      4      2      3      3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 21         0      0      0      0      0      0      0      8      1      4      6      7      3      5     11     22      9      6      4      7      7     12     16      0      0      0      0      0      0      0      0      0      0      2      1      0      1      1      2      3      2      4      3      2      4      3      5      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 22         0      0      0      0      0      0      0      0      1      6      6      4      1      5     10      7     21      9     16     11      2     23     27      0      0      0      0      0      0      0      0      0      0      1      1      0      0      0      0      2      0      0      0      2      2      0      3      1      1      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 23         0      0      0      0      0      0      0      0      0      0      0      9      4      6      2     14     17     20     21     11     14     28     27      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 24         0      0      0      0      0      0      0      0      0      0      0      0      0      2      7      2      0      2     11      6      6     14     22     12      3      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 25         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      9      2      7      9      6     15      7      1      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      3      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 26         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      5     16      4      8     15     13     17      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      5      2      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 27         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7     15     21      6      2      0      0      0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      4      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 28         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     13     19     18     12      0      0      0      0      0      0      0      0     28     11     19      2      1     12      2      0      0      0      2      2      0      0      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 29         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     34     38     19      0      0      0      0      0      0      0     27     34     22     26     23     20     23     28     29     31     27     17     17      8     19      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 30         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     17     32     21     18      0     11     44     34      1      0     29     14     20     20     10     17     26     13     15     12      3      9     13      7      4      4      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 31         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     28     16     15     20     23     28     38     13     20     15      8     14     12     23     11      4     15      1      4     14     11     34     25      9      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 32         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     11      0     17     36     24     14      6     22     24     25      4      5      6      8     17     16     17     19     23     32      2      3      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 33         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     11     12     13     16     25      2      0      0      2      5     30     16     13     20     31     19     42      3      6     12      4      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 34         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1     11      7     25      1      1      0      0      0      4     43     23     10     11     12     13     13     18      9     16     14      6     32     32     44      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 35         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     11     12      5     22     15      5      1      2      3      0     24      7      1      8      4      3     16      0     15      7     28     15     11     12     23     39      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 36         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      5     14      3      6     12      0      0      0      1      0     17      5     26      5      3      3     27      3     23      4      8     22      1      6     42     25     18      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 37         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      4      3      4      7     14      4      1      0      0      0     10     11     11      4      2      0     10     12      8      0      0      1      2      9      2     10      7      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 38         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2     10      4      3     18      5      0      8      3     16      0      1     25     17      5      0      0     13      6     11      0      3      2      0      0      0      4     11      5      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 39         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1     13      4      1     13      3      1      0      2      9      5      7      2     13     25      3      0      8      0      2      0      0      0      0      0      1      0      1      6     12      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 40         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3     11      3     34     37     26      4      3     33      1      6      0      0      2      6      5      3      1     10      4      0      1      1      0      0      0     17      0      5     14     13     10      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 41         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     12     18      4     30     13      5      1      0      1      7      1      9      0      2      1      9      0      2      2     12      6     10      3      2      1     33      8      1     31     36      8      7     31     30     15      6      1      0      0      0      0      0      0      0      0      0      0      0 
 42         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     13     16      7      7     43      7      1     12     13      3      1      1      0      2      1      8      1      0      0      1     53     46     10     12     11      1     45      0      0     14      8      0      4     18      2      3      9      1      1      4      2      0      0      0      0      0      0      0 
 43         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     10     10     12     17     24     16      5     61     56     14     24      9     12      1      6      2     17      1      1     19     27      9      8      7      0      5      3      0     15      3     13     20      1     17      6      5      3      0      2     12      9      1     10      0      0      0      0      0 
 44         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      5      7     22     17      5      2      6     43     18      0      8     29      1      0      1      0      0      2      1      0      1      6      4      2      7      7      0      0      0      0      1     12      2      6      2     26      5      6      5      5     12      3     12      2      0      0      0      0 
 45         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      4     14     10     27      5     16      2      2      0     27      0      0      0      0      0      0      0      0      0      1      0      0      0      0      1      0      0      0      0      9      5      5      6      1      5      8      6      3      3      3      2      3      2      1      4      0      0 
 46         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3      2      5     41     10      4      7      0      0      1      0      0      0      0      0      0      0      6      1      0      2      1      0      0      2      0      0      0      1     13      1      0      3      0      4      2      5      7      1      5      3      2      1      1      7      0      0 
 47         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0     29      9      0      1      6      0      4      1      0      0      1      0     14      9     20      1      8      3      5     30      0      1      0      0      0     26      0      0      3      1      0     12      3      1      5      2     19     22      9      1      4      6      5      0 
 48         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     38     39     42     21      7      2      3      1      0      9      0      2      1     31      1      1      0      1      1      0      0      5     10      0      0      0      3      2      1      1      0      0      1      2     12      1      1      4      4      9      3     12      5      0 
 49         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      9     24     12      1      3      0      0      5     11     28      1     21     11     13      0      0      0      1      1      0      4      3      4      0      0      1      2      0      0      0      0      1      1      3     13      2      5      1      6      0      3      2      0      0 
 50         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2     41     11      0      0      0      6      3     12     26     43     27      1     14      5      5      0      9      1      1      1      0      0      0      0      3      2      0      1      1      4      1      0      2      7     15      8      4      4      0      2      0      0      0 
 51         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3     21      4      2      6     32     10     27     12     14     41     13      0      0      0      5      0      0      1      0      1      4      0      0      7      8      5      0      0      4      1      7      1      6      9      9     10      4      1      0      0      0      0      0 
 52         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      1      3     25     50     17     67      9     13      2      0      5      3      0      1     14      1      1      0      0      1      0      0      7     19      1      0      0      1      5     14     16      2      6     26     13     12      7      2      0      0      0      0 
 53         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      5      6     11     57     42      6      1      0      1      0      0     17     31      1      1      0      2      0      1      0     10     13      0      3      3      5      3      1      6     13      8     33     25     14      2      0      0      0      0      0 
 54         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      1      0      4     28     41     27      4     13     13     32     47     41      3      0      1      8      2      4      0      6      2      2      3     11     16      8      0      3      5     27      6     18     26      7      0      0      0      0      0 
 55         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     17     41      9      1      7      8      5     12      3      4      1      5     18      7      1      0      7      1      7      3     13     32      0      3     14      7      5      8     11     19      6      0      0      0      0      0 
 56         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      4     28      0      6      4      9      9     29     15      0      2     12     10      7      6      2      0      5      0      5     11     15      2      1      2      7     20     15      8     24      0      0      0      0      0      0 
 57         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1     20     46     22     21      7      7      5      5      3      1      1      4      3      7      2      5     10      5     11      2      9      7      6     16      7     20      0      0      0      0      0      0 
 58         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      2      0      1      4     26      4      4      4     27      2     15      1      0      2      0      5      1      4     17     10      6     11      2      8     19      1      1     20      9      0      0      0      0      0      0 
 59         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      2     10      5      2     10      0      1     20      8      2      2      1      0      0      1      5      3      8      4      0     15     41     30     23     62     26      0      0      0      0      0      0 
 60         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      6      4      1      7      0      1      1      2      8      5      1      3      5      2      5      7      5      8      4      5     18     36     21     21      0      0      0      0      0      0      0 
 61         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      8      2      3      0      1      0     11      4      1      4      1      4      2      6      0      7     11     31     16     18     37     30     15      5      0      0      0      0      0      0      0 
 62         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      7      1      1      4      4      1      9     20     19      3      5     11      5     10      7     21     38     25      9     24     55     42     11      0      0      0      0      0      0      0      0 
 63         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      4     12      5      1      0      2      1      1     11     20     15      6      7     12     16      4     11     13     15     39     26     10      6      0      0      0      0      0      0      0      0      0      0 
 64         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      4      9      0      0      0      1      1     12      3     16     18     16      4      5      4      9     20      5     15      3      0      0      0      0      0      0      0      0      0      0      0      0      0 
 65         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3      3      0      0      0      0      4      2     20     21      7     20      3      7      3     10     17     19      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 66         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      5      3      0      0      0      2      0      5      2     14     15     10      6      6      3      3      1      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 67         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      8      2      0      0      2      2      3     10      6     14     17      8     11      8      5      5     10      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 68         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      1      0      0      0      0      2      3      1      8      9      9      4      0      1      2      8      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 69         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      1      2      1      0      0      2      4      4      2      0      0      3      2     10      8      5      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 70         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      1      0      2      1      0      0      0      2      1      4      0      0      1      0      0      9      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 71         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      2      0      0      0      1      1      3      2      1      3      1      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 72         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      2      1      0      0      1      0      5      0      0      0      0      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 73         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      2      1      1      0      2      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 74         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      3      3      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 75         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 76         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 77         0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 

NUMBER OF SPECIES/CELL, including assumed records (78 ROWS x 78 COLS):
row\col     0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77 
 0          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 1          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23     23     23     23     23      0      0      0      0     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 2          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23     23     23     23     23      0      0      0     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 3          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23     23     23     23     23      0     23     23     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 4          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 5          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23      0      0      0     23     23     23     23     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 6          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 7          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23      0      0      0     23     23     23     23     23      0      0     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 8          0      0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 9          0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
 10         0      0      0      0      0      0      0      0      0      0      0      0      0      0     23     23     23      0     23     23     23     23     23     23     23     23     23     23     23     23     23      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 
